,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
TBC1D16,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.26088727,0.6653069,0.5746932,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.1451893,-0.1514871,-1.5234727,0.90984464,-1.1177282,-0.21989371,-0.64214253,0.03496265,-0.99836457,0.8059752,-0.6499088,-0.12953036,-0.64214253,-0.54231733,-0.42914775,0.54246265,0.0
SFTA3,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.42340797,0.6653069,-1.9429865,-0.5243075,-0.5778569,-0.13138904,0.0071911025,-0.07648803,-0.34918836,-1.02232,1.6964561,-1.0848371,-0.07543671,-1.1473019,-0.5243075,0.35398832,-0.29117343,0.5110159,0.024126276,0.38592464,-0.5243075,-0.50740707,-0.26191044,-0.12567525,0.0
ETV1,0.40686986,0.44731632,-0.36630076,-0.4674756,-0.69487053,-0.02445716,-0.51688725,1.7387102,-0.46643153,-0.43505645,0.44769782,0.5597389,-0.6455928,-0.40537044,0.2255614,0.3160299,-0.14719924,0.050210662,-0.54315853,-0.2683856,0.7177087,-0.13733363,-0.45978916,-0.37829024,0.22314578,-0.38094935,-0.56907475,0.36799464,-0.4942381,-0.11412201,1.0097909,0.5181125,-0.3406678,0.92788106,-0.40183583,0.5359346,-0.5882342,-0.094838396,1.1766927,0.52487105,-0.040587485,-0.61946565,-0.82484055,-0.28372547,-0.5319759,1.4889455,-0.0062843226,-0.6176007,1.2060251,-0.2498063,0.6653069,0.25191382,-0.61595696,-0.5778569,-0.19649075,1.3520501,0.21750978,-0.72318655,-0.2951875,-1.011631,0.6346447,-0.9740877,-0.39076856,-0.61595696,-0.40421554,-0.019325497,0.36033013,-0.32537338,-0.6047154,-0.61595696,-0.54231733,-0.38136566,-1.4072573,1.0
LSP1,0.41452295,-0.16291516,-0.36630076,0.38168725,-0.23209101,-0.6517486,0.5795661,-0.4201376,-0.46643153,-0.43505645,0.45990837,-0.26053432,-0.6455928,-0.40537044,0.2644373,0.33144218,4.6817455,2.5318913,3.0279021,1.3957001,0.27121398,3.0024488,2.386755,1.1260992,1.4976317,1.498333,3.704667,1.8102244,2.5883772,2.6803539,2.4468577,2.1934772,1.6131827,-0.46152773,1.0433067,-0.3799906,0.29739448,0.09494292,0.06831109,0.43631995,1.0402733,-0.28966564,-0.747778,0.23784497,1.0401673,0.3422502,-0.08792384,1.455169,-0.82917017,-0.4090951,0.6653069,0.63924915,-0.5897714,-0.5778569,-0.19089209,-0.6652385,-0.2724866,-0.17918916,-1.266503,-0.73979324,-0.2101107,-1.8727387,-1.1012038,-0.5897714,-0.1423659,-0.013433026,0.35391796,-0.11733787,-0.17785425,-0.5897714,-0.55977243,-0.30969253,0.93019557,0.0
NLRP12,-0.31004956,-0.15899156,-0.36630076,1.230639,2.467281,1.2610406,3.2640588,-0.4201376,-0.46643153,2.7390914,3.379628,-0.5139314,0.3542476,1.1350517,1.0721503,-0.5959015,2.3825967,1.7669098,-0.002952807,-0.2756323,1.0895182,1.2659832,1.9402025,0.1825414,2.479388,1.8453016,4.121665,1.7254157,-0.14240655,2.1721888,1.2487926,2.2904186,0.28174996,-0.40641448,0.6661452,2.8007057,-0.19193584,0.30952644,0.9739401,-0.6648427,0.8674964,-0.24275495,1.6007072,0.45746553,0.6649075,2.6918564,0.450019,-0.071380556,1.2060251,-0.46626446,0.6653069,-1.6847628,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,0.058809694,-0.15353346,-1.5234727,0.908408,-1.1197481,-0.22178763,-0.64214253,0.010103508,-0.99836457,0.7963569,-0.674873,-0.1536923,-0.64214253,-0.54231733,-0.42914775,1.3875362,0.0
PYDC2,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26577908,0.042315025,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,-0.69468766,-0.79775774,-0.8127217,-0.8200052,-0.83866435,-0.774365,-0.8368895,-0.7414457,-0.82874537,-0.7944824,-0.85164565,-0.84370196,-0.82285285,-0.8822633,-0.81575817,-0.6709902,-0.82917017,-0.50466835,-1.5030656,-2.0720983,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.34918836,-0.15353346,-1.5234727,0.908408,-1.1197481,-0.22178763,-0.64214253,0.010103508,-0.99836457,0.7963569,-0.674873,-0.1536923,-0.64214253,-0.54231733,-0.42914775,1.3875362,0.0
NLRP6,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.116538614,0.5963766,0.66335475,-0.46643153,-0.43505645,2.4113252,-0.50095433,-0.14206164,-0.40537044,-0.5805805,0.33168632,1.6132302,-0.12761362,0.25340825,-0.40943435,1.2448676,0.5897918,-0.15516442,0.83993053,1.0859858,-0.4298253,-0.16147736,1.1483827,-0.4930137,0.13103116,-0.4522341,0.88384545,0.29270262,-0.33779,-0.58476067,0.85932785,0.059816763,-0.14325403,-0.26174912,1.9905392,0.62043947,-0.5510554,0.77664644,-0.073512256,0.683069,0.084257215,-0.517302,-0.21397273,-0.82917017,-0.50466835,-1.5030656,-1.6847628,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.46848515,-0.11118945,-0.30036026,0.019614654,0.33685723,-0.6060089,-0.35767734,-0.6290498,0.31255642,-0.5343455,0.80276906,-0.08405218,0.14027812,-0.6290498,-0.54231733,-0.40525672,0.9724574,0.0
NLRP7,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.50466835,-1.5030656,-2.0075424,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.7911863,-0.15353346,-1.5234727,0.908408,-1.1197481,-0.22178763,-0.64214253,0.010103508,-0.99836457,0.7963569,-0.674873,-0.1536923,-0.64214253,-0.54231733,-0.42914775,1.3875362,0.0
TMEM107,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.4729906,0.6653069,0.5746932,-0.61595696,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.5531874,-0.2265328,-0.34408993,0.58829683,-0.4803234,-0.60200816,-0.61595696,0.18135539,-0.50905037,0.7707083,-0.07573076,-0.16980027,-0.61595696,-0.54231733,-0.38136566,-0.34745333,0.0
TMEM17,0.4166601,-0.15588519,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.46505585,-0.49731493,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.45755967,-0.5123627,-0.49765572,-0.4485817,0.18662615,-0.48005855,-0.5063763,-0.37798548,-0.5907104,-0.48653457,-0.558119,-0.5183808,-0.47173336,-0.3083871,-0.48947763,-0.4751542,-0.16052037,-0.32673553,-0.77147514,-0.6705851,-0.7609287,-0.45048633,-0.61961406,-0.6627576,-0.65426195,-0.390335,-0.6399847,-0.48034582,0.25636032,-0.24379244,-0.49220526,-0.6582268,-0.82917017,-0.50466835,-1.5030656,0.05824621,-0.55049306,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.7911863,-0.039649654,-0.21618417,0.5003969,0.38376406,-0.22939844,-0.55049306,0.060857594,-0.5166317,0.60399216,0.0074834363,-0.11342238,-0.55049306,-0.43758652,-0.40525672,-0.4759009,0.0
ANKRD44,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.50466835,-1.5030656,0.38102564,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.46848515,-0.21318898,0.53063506,-1.1448977,1.2737982,-0.28281772,0.41141728,-0.6290498,0.61500937,-0.9714649,1.0239886,-0.050766505,0.43424854,-0.6290498,-0.5248622,-0.42914775,-1.5059193,0.0
UNC119,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.11596987,0.038615897,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.5058602,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.33032915,0.34409308,-0.54724616,-0.10411286,-0.55107903,-0.4626198,-0.034099206,0.39341938,-0.4013421,-0.4375024,0.49333808,-0.2460475,-0.23457806,0.37520626,0.25160018,-0.16848855,0.08796819,-0.6271389,-0.6757213,-0.58758336,-0.68396574,-0.13988045,-0.24529047,-0.4126072,-0.10536489,-0.15798657,0.28107956,-0.4284348,-0.44495764,0.0073930477,-0.7433606,-0.49478313,1.2060251,-0.18427035,0.6653069,0.7038051,-0.61595696,-0.5778569,-0.14759366,-1.5297909,-0.2724866,-0.7911863,-2.137751,-0.3259422,-0.8984299,-2.4158792,-2.1338181,-0.61595696,0.52385914,-0.86476594,0.9502487,-0.09237361,0.39397863,-0.61595696,-0.55977243,-0.35747463,-2.1484735,0.0
NUDT9,-0.31004956,0.17068635,-0.36630076,-0.4674756,-0.69487053,-0.6517486,0.038197357,0.6475103,-0.46643153,-0.43505645,-0.5232038,0.23658867,-0.15168537,-0.40537044,-0.5805805,-0.5959015,-0.514519,-0.45647058,-0.46225476,-0.36310723,-0.5586286,-0.46115956,-0.44537288,-0.44971162,-0.43156904,-0.5336378,-0.5505101,-0.44307983,-0.44879106,-0.5056188,-0.54748625,-0.44489723,0.05043214,-0.7191831,-0.35622138,0.17751202,-0.41821074,-0.4709135,-0.21497725,-0.24441196,-0.39298418,-0.66579396,-0.7532699,-0.55686283,-0.26002333,-0.20645016,-0.24601331,-0.3889843,-0.82917017,-0.50466835,-1.5030656,0.7038051,-0.57667863,-0.5778569,-0.19648969,1.1599274,-0.2724866,-0.5531874,0.24886207,0.59739155,0.1533837,0.6553344,0.41015467,-0.57667863,0.51281065,-0.6259017,0.799563,0.015804857,0.43827555,-0.57667863,-0.48995194,-0.38136566,-1.4015915,0.0
ADPRM,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,0.036913484,0.6653069,0.7038051,-0.5243075,-0.5778569,-0.15254393,-0.5051362,-0.2724866,-0.34918836,-1.403114,0.15259764,-0.6647549,-1.0679029,-1.493685,-0.5243075,0.49071363,-0.6961771,0.7771205,-0.059087925,0.38189766,-0.5243075,-0.5248622,-0.23801939,0.27353987,0.0
RDH14,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,0.66197777,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.490332,-0.55111456,-0.3486519,-0.47597265,-0.59032845,-0.5576097,-0.5178511,-0.38769022,-0.47443846,-0.5834043,-0.5760458,-0.4238233,-0.5109438,-0.4795495,-0.5338728,-0.5190387,-0.6831254,-0.7953583,-0.6349518,-0.796716,-0.61827993,-0.702364,-0.7654685,-0.45487937,-0.6850939,-0.39362437,-0.71826535,-0.79037976,-0.7299718,-0.69926476,-0.35813546,-0.61067253,-0.82917017,-0.44095284,0.6653069,0.5101375,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.34918836,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-2.1630805,0.0
PARP14,0.41596624,1.4746788,1.740635,1.2312286,2.0839388,2.4123106,-0.51688725,-0.4201376,1.1673127,-0.43505645,-0.5232038,0.22821052,0.859565,1.1397227,1.051645,1.2567245,-0.52833635,-0.26551268,-0.3830336,0.12645617,-0.5070495,-0.49763325,-0.48878205,0.0641039,-0.5500696,-0.55355376,-0.5083526,-0.48462236,-0.42259476,-0.439734,-0.54006714,-0.49482498,0.1455126,-0.35129473,-0.17373984,-0.77740353,0.8946038,1.0338928,-0.5372659,0.55504906,-0.02076036,0.70000404,-0.73378754,0.07967488,-0.59242153,-0.13041882,0.18668897,-0.023867892,-0.82917017,-0.42889857,0.6653069,0.7038051,-0.61595696,-0.5778569,-0.19580397,-0.5691771,-0.2724866,-0.7911863,-1.1154622,0.13150425,-0.1658616,-1.0728406,-1.5203943,-0.61595696,-0.31858963,0.3573502,0.24811734,-0.059087925,-0.33087996,-0.61595696,-0.54231733,-0.38136566,-0.55038524,0.0
SLITRK2,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.50466835,-1.5030656,-1.620207,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,-0.34918836,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
SLITRK3,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.3135218,0.6653069,-1.1683156,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,-0.5191875,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
PPFIBP1,-0.31004956,0.17330341,-0.36630076,2.0049498,0.15684456,0.85718185,-0.03223304,1.6994926,-0.46643153,1.1210444,-0.5232038,0.64802945,-0.2001103,-0.40537044,-0.5805805,0.32718316,-0.49103317,-0.52276134,-0.4739831,-0.37119147,-0.6126833,-0.43024278,-0.48827115,-0.35284045,-0.42421183,-0.50362736,-0.49436113,-0.38386175,-0.44554117,-0.56207395,-0.5331853,-0.33049443,-0.49691376,0.12930611,-0.6017263,0.6849695,-0.7929228,-0.37571192,0.97666174,-0.22957878,0.36828768,-0.29931155,-0.12577312,-0.57458997,-0.33479548,-0.23489638,-0.5956787,-0.1512955,1.2060251,-0.50466835,-1.5030656,0.63924915,-0.61595696,-0.5778569,-0.19347441,-1.5297909,-0.46848515,1.7248018,-0.22833952,-0.63346976,0.47820848,-0.8573798,-0.1083621,-0.61595696,0.5514804,-0.9755042,0.99833995,-0.11733787,0.37787065,-0.61595696,-0.5248622,-0.40525672,-1.7308248,1.0
PPFIBP2,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.4413128,0.6653069,0.7038051,-0.61595696,-0.5778569,-0.19347441,-1.5297909,-0.2724866,-0.34918836,-0.22833952,-0.63346976,0.47820848,-0.8573798,-0.1083621,-0.61595696,0.5514804,-0.9755042,0.99833995,-0.11733787,0.37787065,-0.61595696,-0.5248622,-0.40525672,-1.7308248,0.0
LRRC4B,-0.31004956,-0.1561422,-0.36630076,0.3822731,1.194684,-0.26930925,-0.51688725,-0.4201376,1.1673436,-0.43505645,-0.5232038,0.47928533,-0.14299189,-0.40537044,-0.5805805,-0.5959015,-0.007057391,0.9348348,1.3326547,-0.40930507,1.3226283,0.80056304,0.92359734,-0.47251773,0.30110946,1.1761391,-0.09858847,0.1520451,3.291442,-0.30877715,2.2412121,-0.2981114,-0.042534802,1.197971,0.7320231,0.18519671,0.04382975,-0.36468688,1.7124809,-0.6394666,2.925255,0.5651691,-0.62124676,3.5876598,1.2413937,1.5694492,2.7915523,0.24211198,1.2060251,-0.50466835,-1.5030656,-0.5873127,-0.61595696,-0.5778569,-0.19347441,-1.5297909,-0.46848515,-0.6891867,-0.22833952,-0.63346976,0.47820848,-0.8573798,-0.1083621,-0.61595696,0.5514804,-0.9755042,0.99833995,-0.11733787,0.37787065,-0.61595696,-0.5248622,-0.40525672,-1.7308248,0.0
SLITRK5,1.8607498,0.47434676,3.7976367,1.2284479,4.3677573,3.102121,1.6762199,-0.4201376,0.29110408,2.7356431,2.4082408,0.6945727,2.2973256,2.6448567,3.4985213,0.3296991,-0.3536885,0.29828706,6.3540144,1.1087257,2.7174704,3.4000037,0.67570806,-0.4340273,2.1499062,4.4707904,2.0099766,-0.009537404,6.30959,0.2723608,5.2407665,-0.0932649,0.7003084,2.0074332,3.0518267,-0.3082973,2.5810595,3.5943396,0.20076406,5.710409,1.6282034,3.5277638,-0.85164565,-0.5008907,2.7261832,-0.19043207,1.6741495,0.69689643,1.2060251,0.06415418,0.6653069,-1.5556512,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,-0.21318898,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
IL1RAPL2,-0.31004956,-0.16022709,1.7957428,2.0827422,2.5988064,0.08545133,1.6970806,-0.4201376,0.36045486,1.170963,0.46340674,0.23931532,0.36178166,2.7128718,-0.5805805,-0.5959015,0.076871485,-0.16767107,0.7364487,0.28044012,1.5013412,0.60645264,0.23080888,0.24454759,0.6021934,-0.41814807,0.25484398,-0.44106516,1.6455721,-0.29324716,0.4821646,-0.20138569,1.5565726,1.4765986,-0.8127217,3.3099132,3.051593,1.776791,0.7852951,2.0729773,0.79105943,0.8971986,3.5494988,-0.248334,-0.82285285,0.40333605,0.44565132,0.7704406,1.2060251,0.014495062,0.6653069,-2.0075424,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,-0.34918836,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
SLITRK4,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.46678343,0.6653069,-1.3619834,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,0.56880736,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
SLITRK6,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.50466835,-1.5030656,-0.9100922,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.46848515,-0.34918836,0.074067965,-1.5234727,1.0681964,-0.8950854,-0.011140206,-0.64214253,0.5487183,-0.99836457,1.004752,-0.1339807,0.36981666,-0.64214253,-0.54231733,-0.42914775,-1.7861946,0.0
KCNE4,-0.31004956,-0.1563164,-0.36630076,-0.4674756,-0.69487053,-0.26620835,-0.51688725,-0.4201376,-0.46643153,-0.43505645,1.451911,-0.49959016,0.36251953,-0.40537044,-0.5805805,-0.5959015,4.1768317,0.22345743,-0.057634637,1.0715503,0.85263723,0.4578534,-0.25948742,1.3419102,0.007340479,0.22759631,2.238257,0.4359166,-0.44672954,-0.36012486,2.2318933,1.4821904,1.4350888,0.40840662,-0.4174147,0.41135952,0.03684466,1.7644593,0.29373252,-0.4589446,2.099224,0.9706331,-0.737201,3.1889925,-0.4990063,-0.8215361,3.0314415,0.5235165,-0.82917017,-0.50466835,-1.5030656,0.38102564,-0.61595696,-0.5778569,-0.18813187,0.39143655,-0.37048587,0.7388065,-0.64200115,0.9761169,-0.50756294,-0.82595843,0.013165267,-0.61595696,0.059821796,0.19045617,0.4148335,-0.10069503,0.39397863,-0.61595696,-0.5248622,-0.40525672,-0.21214285,0.0
