node_id,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,label
RUNX1T1,-0.33055896,1.2855674,2.4118278,0.3276395,1.5009587,1.0240282,1.6109389,0.14429714,0.8812327,0.7671038,1.1415008,1.4267055,2.3196483,2.092744,0.17650554,1.088438,0.122000694,1.327539,1.506076,-0.5093607,1.5778345,2.3639011,0.19615911,0.2751132,0.13768205,2.93289,1.4550368,1.4249711,2.5910544,-0.09266588,4.399909,-0.07781743,-0.5602407,1.6835041,1.1973864,0.7234505,-0.07345545,-0.11876914,1.1828765,1.4395182,2.8891926,0.64120585,-0.44142962,3.3928907,0.41538683,1.311173,2.4834244,1.937166,1.1343614,-0.503708,-1.53393,0.42205122,-0.48560035,-0.5673456,-0.18191531,-0.8300165,0.06983742,1.0416776,-1.3363996,0.4704064,-0.43530205,-0.87591124,-1.8791877,-0.48560032,0.61921954,-0.65188867,0.9065868,0.37978417,0.46053052,-0.48560032,-0.47000965,-0.32770485,1.5801146,1.0
COX8A,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.610674,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.575375,-0.42658094,-0.5270897,-0.34365234,-0.42044434,-0.35905105,-0.44854298,-0.29150623,-0.37774116,-0.5896461,-0.45585018,-0.4711218,-0.4833391,-0.57720065,-0.50967795,-0.430908,0.07637598,-0.08836311,0.07117678,-0.7626062,-0.09677814,-0.123724215,-0.6673548,-0.42304498,-0.5688285,-0.46645543,-0.57313114,-0.36020145,0.005403882,-0.4229559,-0.3469364,-0.093387954,-0.88155335,-0.0075618313,0.6519202,0.73729146,-0.27220196,-0.5673456,-0.17254172,-0.8300165,-0.33766904,0.009915628,0.1224067,1.1711602,-1.5581962,-0.18930969,0.5284442,-0.27220196,0.72660524,-0.6071796,0.74211276,0.34761357,0.67220044,-0.27220196,-0.024615495,-0.32770485,0.874247,1.0
ABCB1,1.9247587,-0.175008,-0.270532,3.492785,2.9415712,0.55646425,2.4098291,-0.12334365,0.2994798,-0.35979557,1.9846146,1.0797544,0.97649133,2.2534068,1.8136032,0.2843803,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,0.8681816,1.8526999,0.661194,-0.63735044,-0.43437618,0.47010922,0.7406383,-0.46931478,1.586796,0.22875586,-0.73889244,2.688344,1.1025217,1.2345324,2.2466455,-0.5041114,1.1343614,-0.47307432,0.6519202,0.42205122,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.33766904,-0.35619348,2.2271326,-1.1305814,2.039254,1.2754401,2.0293057,-0.53302217,0.9390422,-0.96746016,1.1807104,0.53259456,0.8344807,-0.53302217,-0.42052144,-0.41729987,-2.5445933,1.0
FAT1,3.3987176,3.7754676,7.8483486,-0.44828185,2.7105184,21.644112,4.711396,0.14790018,7.961953,2.0964293,1.1601596,4.990664,2.8566406,3.569604,3.4500973,8.749535,-0.2388658,0.25600874,-0.24884251,-0.42833656,2.7905216,-0.45051852,0.54619193,-0.10180685,-0.38952318,-0.5677678,-0.3534524,-0.3027672,0.0019098581,0.21753828,-0.28052196,-0.5231881,-0.525774,0.569595,-0.47494048,0.022895304,0.4979901,0.7822135,0.22523709,-0.2808352,-0.44851372,0.061978146,0.8575403,-0.8312406,-0.394369,-0.0020372774,-0.1884648,0.29914564,1.1343614,-0.42512584,0.6519202,0.4850993,-0.5330222,-0.5673456,-0.18233685,-0.8300165,0.06983742,-0.68901986,0.27919185,-1.1305814,0.9150024,-0.53948313,0.16963765,-0.53302217,-1.442119,-0.96746016,-0.2531666,-2.2019079,-1.5644451,-0.53302217,-0.42052144,-0.41729987,-1.8672731,1.0
FES,1.1706295,1.1581911,-0.270532,1.1057492,0.16414575,0.04837003,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.3629645,-0.051474255,0.16028666,-0.3678864,0.23369633,-0.5667236,2.7796917,3.4338992,0.74392474,2.9477966,-0.2085084,1.3219883,1.9141383,-0.29186586,0.41088182,1.8277106,2.3349466,1.7656019,0.91731256,2.8750787,1.1807927,3.642537,-0.1375582,0.31976503,0.1056516,0.3866631,-0.53854233,-0.6350835,-0.15058029,-0.5298297,-0.1146851,-0.65321237,-0.19971569,0.22680217,0.22712646,0.48754683,0.3310983,-0.30351958,1.1343614,-0.35716292,0.6519202,0.73729146,-0.058803562,-0.5673456,-0.14924717,0.3057056,-0.2561677,-0.7555852,-0.3378912,1.2819325,-0.5075686,0.3861277,-0.44626945,-0.058803573,0.4464686,0.6336095,-0.23208016,0.49238133,0.7498127,-0.058803573,0.024872743,-0.088784836,0.75099593,1.0
HMGA1,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,0.31097755,-0.35979557,-0.45563754,-0.610674,-0.1139878,-0.3678864,1.0501264,-0.5667236,-0.45848954,-0.5920767,-0.5332115,-0.4987548,-0.605441,-0.55061615,-0.56083816,-0.44965246,-0.5877771,-0.5799744,-0.52487206,-0.5169213,-0.49139017,-0.4561607,-0.5631557,-0.4174137,-0.0049750963,0.39875114,0.5829554,-0.7875713,0.03441352,-0.32563493,1.3940697,0.3682327,0.48963267,2.230632,1.2541338,2.0237944,0.5148773,1.6763494,2.1200233,0.068059854,-0.88155335,-0.063156806,0.6519202,0.73729146,-0.3907566,-0.5673456,-0.17839533,-0.52715725,0.31434134,4.3699417,-1.5903763,-0.52114296,-0.4573963,-1.8878309,-1.5513209,-0.3907566,0.58586997,-0.47891706,0.7885029,0.45216808,0.40408522,-0.3907566,-0.47000965,-0.20824485,0.4858287,1.0
FGF8,-0.33055896,-0.17393187,-0.270532,-0.44828185,-0.6200142,0.04979398,-0.47849283,-0.12334365,0.30895892,-0.35979557,-0.45563754,-0.417476,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.5753947,-0.5382394,0.19627734,-0.3256275,-0.13771759,0.028117863,-0.46421167,-0.122616395,-0.56818557,0.24665672,-0.102359295,0.02582836,0.04319813,0.2679913,-0.49126562,0.08950065,-0.6946801,-0.8002939,-0.6998741,-0.819708,-0.08168145,0.53864986,0.0757002,-0.74307054,-0.75265014,0.19323021,-0.84492457,-0.6855549,-0.05462381,-0.8221638,-0.27277553,-0.6571895,1.1343614,-0.16482246,0.6519202,-1.9107268,0.9133447,1.7625941,-0.15342079,1.0921226,-0.33766904,-0.7555852,1.0904617,1.4086435,-0.32588872,2.2352057,0.6983159,0.9133446,0.30771813,1.4652941,-1.265315,1.0392818,0.31588942,0.9133446,1.954914,-0.029054826,-0.42093346,1.0
ARHGEF10,-0.33055896,-0.1786203,2.4507253,0.33807993,1.2601169,0.041395955,-0.0063290717,0.63793766,1.8304658,0.85617715,-0.45563754,0.31013763,0.44637454,-0.3678864,0.114626296,0.27770883,-0.3434294,-0.2661103,0.2207365,-0.51956654,-0.44955832,-0.1040064,0.4182087,-0.21753396,-0.48413375,1.7457019,1.944838,-0.14275806,0.48424742,0.23616426,-0.4831189,-0.51192486,0.18463382,0.52571964,-0.7519884,-0.25760752,-0.3132897,-0.3889078,0.7588581,-0.24828343,0.71511745,0.6308401,-0.6708838,0.7439815,-0.18947993,0.950101,0.27251503,-0.2853073,1.1343614,-0.503708,-1.53393,0.42205122,-0.48560035,-0.5673456,-0.18226025,-0.8300165,0.06983742,-0.7555852,-0.063147105,-0.11647477,0.25698447,-0.4850765,0.22186576,-0.48560032,-0.06478065,0.50648427,0.033608805,-0.08668978,0.26297194,-0.48560032,-0.37103316,-0.38743487,-0.31402236,1.0
NCKIPSD,-0.33055896,0.16092555,-0.270532,0.3409016,-0.2265517,-0.21197186,-0.47849283,0.14790078,-0.4638414,-0.35979557,-0.45563754,-0.41891834,-0.3977495,-0.3678864,-0.5948769,0.2868155,-0.500567,-0.5578028,-0.4240513,-0.5146212,-0.11450859,-0.55939,-0.58287555,-0.22358845,-0.46711802,-0.43334004,-0.37626013,-0.43122163,-0.3707472,-0.48032323,-0.537516,-0.05282851,-0.2740422,-0.45410028,-0.45846015,-0.545973,-0.5933264,-0.53403246,-0.4212722,-0.19138463,-0.36786002,-0.7678046,0.13578337,-0.79688257,-0.78625095,-0.8585397,-0.74491763,-0.4077834,-0.88155335,-0.43877187,0.6519202,0.73729146,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.33766904,1.840461,0.2858721,-1.1305814,0.9188578,-0.53325903,0.17601518,-0.53302217,-0.7697911,-0.96746016,0.1516928,-1.429813,-0.8871014,-0.53302217,-0.42052144,-0.41729987,-1.1489451,1.0
NQO1,0.42196354,-0.5097135,-0.270532,-0.44828185,-0.6200142,0.042732242,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.3609747,-0.23163807,-0.114837885,-0.3678864,-0.5948769,-0.5667236,-0.5550402,-0.49226928,-0.53429085,0.4842426,-0.6178687,-0.42182133,-0.5790199,0.27435786,-0.5633059,-0.55325854,-0.020736786,-0.4267689,-0.5208444,-0.37605542,-0.5040367,-0.2454741,-0.08746515,-0.41121653,0.9017438,-0.1803457,-0.44299936,-0.70529157,1.656296,-0.72819024,-0.31098753,-0.7421179,1.9850379,0.6833415,0.51480806,0.9225806,-0.13130648,-0.34952506,-0.88155335,-0.47307432,0.6519202,0.6111953,-0.48560035,-0.5673456,-0.18137118,-0.8300165,-0.5006716,-0.35619348,-0.97213024,-0.42135048,-0.12003405,-1.3461292,-0.8755875,-0.48560032,0.56552666,-0.5088677,0.79272014,0.33152825,0.53108716,-0.48560032,-0.47000965,-0.32770485,-0.46522534,1.0
NFIB,0.41752696,0.1304488,-0.270532,-0.44828185,-0.6200142,-0.21204655,0.4570731,-0.12334365,-0.4638414,-0.35979557,-0.45563754,1.5460482,-0.1666655,-0.3678864,0.8154399,-0.5667236,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,-0.30466643,1.7952468,-0.4710234,-0.17830227,-0.5165132,0.2713949,0.05364938,-0.6087815,1.2718624,0.2839201,-0.6512245,-0.18553269,-0.52988714,0.4188664,0.16694635,-0.52784663,1.1343614,-0.41180685,0.6519202,0.6111953,0.059751067,-0.5673456,0.30798,-0.6930309,0.06983742,2.4395483,-1.1013258,1.758977,-1.3082825,-0.34423515,-0.31218258,0.059751082,0.36853316,0.07794479,0.29086322,0.31544295,0.60869944,0.059751082,0.07436098,0.03067518,-0.53070426,1.0
BCL9L,0.42132896,1.4847379,2.5605178,1.0986847,2.0670633,0.30618426,0.9864971,-0.12334365,-0.4638414,-0.35979557,0.35747322,0.31729096,1.5811412,0.95476115,0.9771694,1.9886413,-0.5581532,-0.55273676,-0.5280618,-0.4678672,-0.5955782,-0.4984541,-0.49363562,-0.36073142,-0.54303074,-0.51239675,-0.5562193,-0.4825591,-0.47156245,-0.51954234,-0.52839893,-0.43532994,-0.04841548,-0.37704542,-0.6255479,-0.13943613,-0.59327316,-0.62996167,-0.5743221,-0.1673887,-0.2956126,-0.44772515,0.17288332,-0.36527705,-0.64121395,-0.42938563,-0.49255872,-0.29004395,-0.88155335,-0.30037668,0.6519202,0.73729146,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.41917032,1.7738956,0.29104546,-1.1305814,0.92184365,-0.5284389,0.18095407,-0.53302217,-0.46164086,-0.96746016,0.33725333,-1.0759362,-0.57665217,-0.53302217,-0.42052144,-0.41729987,-1.6374525,1.0
ATRX,3.4164479,2.0760305,2.47763,2.7023492,0.91220146,3.2108955,1.8893,0.9514898,2.5077136,-0.35979557,0.35938925,2.3375537,1.5478724,2.2677655,6.4696636,-0.5667236,-0.466564,0.8958342,0.3704771,-0.5326607,3.6512706,-0.49404663,-0.50502956,0.7172874,0.9315643,0.86505264,0.37993962,-0.12749979,-0.39371756,-0.07349454,-0.45095986,0.09609073,-0.35182443,-0.28537184,-0.40743047,-0.26023084,0.009492863,-0.75833255,-0.63712645,-0.2904673,0.13905177,-0.2778374,-0.78477985,-0.26481542,-0.11153153,-0.6329078,-0.41775948,-0.1472964,-0.88155335,-0.34789857,0.6519202,0.73729146,-0.082514495,-0.5673456,-0.1795882,1.8981073,-0.41917032,-0.42275876,0.2813777,0.5085506,-0.4228201,0.44799724,0.050897345,-0.08251451,0.5275915,-0.29305568,0.42159906,0.48433867,0.34763992,-0.08251451,-0.17308022,0.000810178,0.46035218,1.0
TCL1A,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.21257018,0.50119114,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.610674,0.4475554,-0.3678864,-0.5948769,-0.5667236,0.7843515,4.0640235,0.2912421,1.4559839,0.4781924,0.6372602,0.63312507,0.1461696,1.3758891,2.06748,-0.007047814,2.8322024,0.24369971,0.9748627,1.1159168,1.8993437,-0.17995347,-0.10971305,5.6451287,1.8809507,0.29525924,-0.13765667,-0.77799463,1.7049053,2.1747336,-0.19645424,1.1902218,-0.3310911,7.2720695,-0.41719252,-0.5869198,0.04250973,-0.88155335,-0.503708,-1.53393,-1.2171981,-0.48560035,-0.5673456,-0.18233497,0.22999083,-0.33766904,-0.7555852,0.27673346,-1.0615509,0.8825628,-0.5104741,0.18653195,-0.48560032,-0.50833035,-0.20422503,0.02939152,-0.8185713,-0.42848316,-0.48560032,-0.37103316,-0.38743487,-1.0412377,1.0
SH2B3,-0.33055896,0.15961803,-0.270532,0.34124488,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,0.87902904,0.35902652,0.15387857,-0.3977495,-0.3678864,-0.5948769,0.28776833,0.6311352,0.27358943,-0.36532632,-0.23704432,-0.412604,-0.09537524,-0.38372576,1.5922889,-0.44571006,-0.27140978,-0.0725481,-0.24683778,-0.3757117,-0.3896596,-0.4961326,0.13481094,0.57772577,-0.11442077,0.076971315,-0.63139355,0.18102999,0.55776185,0.6044262,0.00048190795,-0.14441837,0.15829583,-0.7181865,0.23578222,0.083450966,0.71626323,0.18699434,-0.5610034,1.1343614,-0.41180685,0.6519202,0.73729146,-0.31962383,-0.5673456,-0.18131107,0.08865653,-0.41917032,0.9085469,-0.40736488,-0.72533876,0.2909701,-0.82485616,-0.49401772,-0.31962383,0.2870242,-0.1639552,0.19386564,0.08220596,0.26649976,-0.31962383,-0.47000965,-0.11864983,0.96584076,1.0
SPEN,4.1733713,4.4374533,1.132462,2.7075589,2.895101,3.3928573,0.0007530075,2.2673373,1.0768253,-0.35979557,1.1743351,1.6551523,0.44158044,-0.3678864,0.9779177,2.841208,-0.54473835,-0.5187602,-0.55529994,-0.5066238,-0.6262137,-0.52563167,-0.48503283,-0.43827304,-0.5734925,-0.52034706,-0.5772734,-0.49129808,-0.5089182,-0.55190814,-0.5594243,-0.49147397,-0.6435909,-0.15833054,-0.70763844,-0.7958265,-0.48752132,-0.5293538,-0.44970486,-0.6989762,-0.77157664,-0.6717102,-0.65915865,-0.38708094,-0.7461992,-0.7080451,-0.8007387,-0.5521555,-0.88155335,-0.13401468,0.6519202,0.73729146,-0.43817848,-0.5673456,-0.18102583,1.0779966,-0.09316515,0.07648086,-0.24125658,0.85342604,-0.45232272,-0.09776284,0.16426456,-0.43817845,0.4586079,0.053015936,0.39207804,0.37978417,0.55225414,-0.43817845,-0.32154492,-0.35756984,0.2552099,1.0
TRIM27,-0.33055896,-0.1749237,-0.270532,-0.44828185,-0.6200142,0.5735362,0.012123041,-0.12334365,-0.4638414,2.1167734,-0.45563754,-0.038672127,-0.11761185,0.96790016,0.24365734,-0.5667236,-0.5799055,-0.5026239,-0.408931,-0.44577435,-0.58883077,-0.46125752,-0.5167692,-0.4459625,-0.3890696,-0.608592,-0.53420925,-0.3555086,-0.51370853,-0.56895053,-0.5345008,-0.46936107,-0.56294954,-0.75712425,-0.01817003,-0.14885259,-0.05754535,-0.42285565,-0.108581625,-0.67579603,-0.40723675,-0.75370514,0.050730374,-0.8316329,-0.11828234,-0.72940755,-0.71906745,-0.50537986,1.1343614,-0.4112847,0.6519202,-0.14538121,-0.3907566,-0.5673456,-0.18134964,1.1385684,-0.33766904,-0.056649685,-0.73209023,-1.0481495,0.31229094,-1.3831419,-0.81939167,-0.3907566,-1.6782342,2.7001379,-1.41292,-0.19124429,-2.8344648,-0.3907566,-0.47000965,-0.20824485,-0.29084042,1.0
MME,0.41662505,0.16011702,1.0359029,0.33831817,0.5772114,0.545507,0.92218274,-0.12334365,0.3113588,-0.35979557,-0.45563754,-0.05401148,0.16324076,2.2666562,0.109782204,0.27908328,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,0.50678,3.786954,0.38071173,2.0960586,-0.5537692,1.2608206,3.3161674,0.08189631,-0.45199865,0.6037729,3.0366147,1.1892251,1.0285811,1.6632305,-0.12639222,3.257624,1.1343614,-0.503708,-1.53393,-0.08233329,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.33766904,-0.7555852,0.6087915,-1.1305814,1.1052303,-0.23239058,0.4843012,-0.53302217,0.84099436,-0.96746016,1.1216685,0.41999745,0.73570144,-0.53302217,-0.42052144,-0.41729987,-2.8093314,1.0
ZNF521,0.4218157,0.16014804,-0.270532,2.679239,4.0898914,0.53349656,1.8948808,0.13933283,-0.4638414,0.8727406,0.36217633,0.71064836,1.0068197,2.2928782,-0.5948769,-0.5667236,-0.4702231,-0.32670814,-0.562305,-0.5170573,-0.35748768,-0.51979923,-0.29955384,-0.43375546,-0.5609872,-0.50594956,-0.3183925,-0.5381346,-0.51316065,-0.47043335,-0.18622038,-0.5070309,-0.38523772,0.7825542,0.13912348,0.21623744,-0.33189914,-0.6692086,0.46001238,0.43489432,1.7969553,-0.14003587,-0.4637383,2.8748705,0.09438909,0.755627,2.3102245,2.2008412,1.1343614,-0.47023782,0.6519202,0.5481474,-0.43817848,-0.5673456,-0.18220912,1.0779966,-0.5006716,-0.7888678,-0.7553723,-0.3705312,-0.0148565965,-0.9216846,-0.6969933,-0.43817845,0.5874707,-0.5164235,0.79693747,0.47629604,0.48875317,-0.43817845,-0.47000965,-0.26797485,0.8631574,1.0
CRTC3,-0.33055896,-0.17639652,-0.270532,-0.44828185,-0.23385316,-0.21329813,-0.47849283,0.14798771,1.0758078,-0.35979557,0.3610265,-0.04198659,0.15706939,-0.3678864,0.24282375,1.138444,-0.54285824,-0.56571156,-0.56489414,-0.5143547,-0.33411896,-0.5044682,-0.5965462,-0.367026,-0.5289052,-0.5810402,-0.527702,-0.4513147,-0.45547193,-0.476343,-0.5629209,-0.49960533,-0.38536736,-0.32538012,-0.44303644,-0.24266617,-0.24658091,-0.7397645,-0.10248969,-0.08525918,-0.041345388,-0.7139794,-0.678885,0.47315627,-0.77542186,-0.2936998,0.03874941,-0.36269218,1.1343614,-0.38117313,0.6519202,0.73729146,-0.48560035,-0.5673456,-0.18232064,-0.8300165,-0.5006716,0.14304617,0.3782477,-1.0510068,0.9516923,-0.38904834,0.23850502,-0.48560032,0.54451644,-0.684936,0.87706584,0.27522966,0.37586257,-0.48560032,-0.32154492,-0.41729987,-1.0259823,1.0
CBLC,0.4231925,-0.5097135,-0.270532,-0.44828185,-0.21732329,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.41804343,-0.3977495,-0.3678864,-0.5948769,0.2878099,0.9291858,-0.23586357,-0.0065971888,-0.34629026,2.4120717,-0.4982612,0.8643102,-0.0011482193,0.6979341,-0.58872086,-0.4719664,0.2842383,0.0026866235,1.2473143,0.408063,1.3338522,2.4549148,0.31108227,-0.015277378,0.89789313,-0.38521397,-0.6864881,2.3897526,1.339897,0.551649,0.06485265,-0.49808773,1.3303277,-0.06734271,2.418784,3.9197056,0.065083854,1.1343614,-0.503708,-1.53393,-0.46062148,-0.41446754,-0.5673456,-0.18232179,1.5019995,0.06983742,-0.7888678,0.08912008,-0.17323686,0.27116165,-0.056150626,-0.093410596,-0.41446754,0.107970245,0.356507,0.02939152,0.34761357,-0.029838147,-0.41446754,-0.37103316,-0.29783985,1.0203166,1.0
PPM1D,-0.33055896,-0.5097135,-0.270532,0.32844216,-0.2185498,0.30896318,0.496053,1.7659434,0.30993447,-0.35979557,0.36575422,-0.41829258,-0.3977495,-0.3678864,0.23925832,1.1432588,-0.5351232,-0.5668553,-0.55010295,-0.49817756,-0.62203497,-0.56624174,-0.57780206,-0.40507522,-0.56630725,-0.6140872,-0.5392119,-0.49637768,-0.5040727,-0.47850418,-0.55932647,-0.54341125,-0.42354104,-0.101603895,-0.3999444,-0.44733563,-0.67660517,-0.22109771,0.28717303,-0.31114498,-0.36664882,-0.750805,-0.70220095,-0.12397476,-0.39326113,0.054309357,-0.4367348,-0.3126993,-0.88155335,0.13960014,0.6519202,0.5481474,-0.46188942,-0.5673456,-0.18195094,-0.3000128,-0.33766904,0.7421338,-0.6961851,-0.6009739,0.16573684,-1.1386381,-0.7660585,-0.4618894,0.08812721,0.49854395,0.016739663,0.15458985,0.2594441,-0.4618894,-0.47000965,-0.29783985,0.25770047,1.0
CDX2,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.21466337,0.010940488,-0.12334365,-0.4638414,-0.35979557,-0.45563754,0.15978816,-0.11730586,-0.3678864,1.0762466,-0.5667236,2.3827963,2.8113804,0.4776433,3.7201657,1.1520437,3.891373,5.700919,1.4368888,3.999612,4.0197434,0.9251035,5.9600782,1.2284626,5.278664,3.8610415,3.2450414,-0.6946801,-0.8002939,0.5248758,-0.49602273,3.9331927,-0.772292,-0.2954938,-0.74307054,0.6131286,3.5262647,-0.84492457,-0.83297426,-0.12584683,-0.5573523,-0.8222144,-0.6571895,1.1343614,-0.40858224,0.6519202,-1.5954865,-0.48560035,-0.5673456,-0.049160354,-0.8300165,-0.5006716,-0.2896282,-0.03661832,2.4316092,-0.74613774,1.2754401,0.15322882,-0.48560032,0.78029805,-0.4596372,0.8981523,0.53259456,0.82742506,-0.48560032,-0.37103316,-0.38743487,-0.9952049,1.0
RASSF2,-0.33055896,0.16129827,-0.270532,0.34019643,0.5715709,0.049609814,0.00808203,-0.12334365,-0.4638414,2.1087446,0.3631265,0.14750186,-0.11342866,-0.3678864,-0.5948769,-0.5667236,-0.08917238,2.2039618,2.7372992,1.8101429,2.9682975,2.0826163,1.3266807,0.07972129,0.23472399,2.2305431,0.5671742,0.14907648,3.2184248,0.8061059,1.8414828,1.2267561,1.5070833,-0.582687,1.0689726,-0.416546,-0.6222766,-0.4059134,0.89067376,-0.24123134,0.9678065,0.007950466,-0.3036152,1.3909401,0.81877,1.4288473,1.1153281,0.23443124,1.1343614,-0.42512584,0.6519202,0.6111953,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.33766904,0.5091552,0.5183252,-1.1305814,1.053018,-0.31667924,0.3979345,-0.53302217,0.79897386,-0.96746016,1.0963647,0.37174153,0.6933674,-0.53302217,-0.42052144,-0.41729987,-2.6037087,1.0
LPP,-0.33055896,1.1247419,-0.270532,0.33552986,1.5379622,0.01599201,0.8965366,0.41822165,-0.4638414,-0.35979557,0.3409986,0.76299846,-0.18346994,2.1504533,0.9918609,-0.5667236,0.4668384,-0.16589645,-0.030574962,-0.015360565,1.4065232,-0.25592688,-0.5499628,1.0376109,1.2295519,-0.50377274,1.4888827,0.5154711,-0.12557928,0.6981576,0.44270182,0.99765366,-0.56439716,0.37699038,1.1923305,0.80834824,-0.066130765,-0.24264798,-0.81569713,0.27635506,1.509284,-0.2604121,-0.5121189,1.4722385,0.4100238,-0.66052574,1.0870283,-0.6529231,1.1343614,-0.503708,-1.53393,0.73729146,-0.5093113,-0.5673456,-0.18233095,-0.8300165,-0.5006716,3.304897,0.016363079,-0.68899536,0.6215396,-0.55549717,-0.081280805,-0.50931126,0.8129807,-0.90266836,1.0879301,0.41999745,0.70747876,-0.50931126,-0.42052144,-0.38743487,-0.299312,1.0
EXT2,-0.33055896,0.49503663,-0.270532,0.34023204,-0.2228766,0.30459845,-0.0029252798,0.14757496,0.30448574,0.8783507,0.36011994,-0.610674,-0.3977495,2.293535,-0.5948769,0.2845225,-0.47370294,-0.48758507,-0.32314366,-0.5165892,-0.613666,-0.5560331,-0.5642085,-0.25668564,-0.55904096,-0.45907772,-0.46009725,-0.51259863,-0.509432,-0.29726884,-0.55659765,-0.3406579,-0.6335899,-0.52938515,-0.67046803,-0.7598017,-0.58469176,0.14216907,-0.7485752,-0.69862336,-0.760258,-0.49906328,-0.63129246,-0.28939405,-0.80606323,-0.63935053,-0.28110814,-0.49311775,-0.88155335,-0.503708,-1.53393,0.73729146,-0.27220196,-0.5673456,-0.17240135,-0.8300165,0.06983742,-0.25634554,-0.10675849,-0.058269083,0.14272666,-0.34423515,-0.12525135,-0.27220196,0.581868,-0.679671,0.8306757,0.25914437,0.52403146,-0.27220196,-0.22256845,-0.20824485,-0.050903387,1.0
SPINT2,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.21838519,0.049701784,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.36502585,-0.41742936,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.4952787,-0.28530318,-0.12564845,-0.33903953,-0.48208967,-0.3016503,0.34812793,-0.42157206,-0.07684056,-0.3557764,3.1183543,0.31742552,-0.32514703,0.08955604,0.13845848,0.032709654,-0.36917198,0.17508315,-0.7458583,-0.6968273,-0.3045766,-0.7689804,0.059631415,-0.7429356,0.2422819,-0.028430006,0.9893345,0.7629288,-0.38247144,-0.019229785,1.8462408,-0.3028395,1.1343614,-0.18937938,0.6519202,0.6742434,-0.48560035,-0.5673456,-0.18232313,1.289998,-0.33766904,-0.5226067,0.73509055,2.0515556,0.27498722,2.1909087,-0.26367718,-0.48560032,0.7125984,-0.42774445,0.85597944,0.5567225,0.67220044,-0.48560032,-0.42052144,-0.35756984,-0.025189966,1.0
